LeadSourceGroup,ZipCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerOwnRent,Approved,TotalIncome,Education
Repeat Client,76,Refinance,Conventional                                      ,310000.0,752,77.5,44.0,45,Own,1,8468.58,PostGrad
Internet,78,Refinance,Conventional                                      ,360000.0,758,75.0,37.0,41,Own,1,10416.67,UnderGrad
Internet,77,Refinance,Conventional                                      ,486000.0,650,64.8,44.0,61,Own,1,9069.0,Higher School
TV,76,Refinance,Conventional                                      ,100000.0,622,71.42,39.0,62,Own,1,4093.0,Higher School
Internet,78,Refinance,Conventional                                      ,507444.0,760,61.5,40.0,62,Own,1,10362.88,UnderGrad
Internet,77,Refinance,Conventional                                      ,274200.0,739,79.24,41.0,63,Own,1,11589.16,UnderGrad
TV,75,Refinance,Conventional                                      ,246948.0,797,54.15,33.0,74,Own,0,7358.0,PostGrad
Internet,75,Refinance,FHA                                               ,99409.0,654,54.27,32.0,60,Own,0,4097.6,Higher School
Other,75,Refinance,Conventional                                      ,172400.0,791,60.7,32.0,33,Own,1,7760.84,UnderGrad
Internet,77,Refinance,Conventional                                      ,264000.0,812,77.64,22.0,66,Own,0,7401.0,Higher School
Internet,77,Refinance,Conventional                                      ,280000.0,760,80.0,33.0,40,Own,0,10833.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,171400.0,650,71.41,41.0,61,Own,0,7702.38,PHD
Radio,75,Refinance,Conventional                                      ,252000.0,770,80.0,41.0,90,Own,1,5805.84,UnderGrad
Internet,76,Refinance,Conventional                                      ,312700.0,749,53.06,42.0,67,Own,1,15473.7,UnderGrad
TV,75,Refinance,Conventional                                      ,250000.0,636,67.56,28.0,55,Own,1,11745.19,UnderGrad
Internet,75,Refinance,USDA Rural                                        ,74747.0,636,100.0,43.0,40,Own,0,3532.56,Higher School
Internet,75,Refinance,Conventional                                      ,245000.0,817,65.33,57.0,65,Own,0,4261.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,90000.0,759,75.0,-391.0,51,Own,0,-833.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,70000.0,630,33.98,35.0,57,Own,1,6356.93,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,331750.0,787,77.87,43.0,46,Own,1,9785.699999999999,Higher School
TV,75,Refinance,Conventional                                      ,166250.0,749,95.0,38.0,54,Rent,1,3035.07,Higher School
Radio,76,Refinance,Conventional                                      ,137830.0,789,47.85,24.0,65,Own,1,6667.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,224340.0,718,75.53,41.0,39,Own,1,9959.66,UnderGrad
Other,75,Refinance,Conventional                                      ,220000.0,693,80.0,42.0,70,Own,1,7588.06,PHD
Radio,76,Refinance,Conventional                                      ,217000.0,623,57.1,25.0,56,Own,0,10000.0,Higher School
Internet,75,Refinance,Conventional                                      ,84900.0,566,37.73,39.0,71,Own,1,2863.0,UnderGrad
Repeat Client,77,Refinance,Conventional                                      ,312466.0,670,77.15,37.0,47,Own,1,15000.0,PostGrad
Internet,76,Refinance,Conventional                                      ,210920.0,771,90.8,36.0,56,Own,1,10487.21,Higher School
Internet,76,Refinance,VA                                                ,301500.0,668,100.0,,35,Own,0,0.0,PostGrad
Internet,78,Refinance,Conventional                                      ,253200.0,781,79.12,19.0,36,Own,0,11315.0,UnderGrad
Other,77,Refinance,Conventional                                      ,231350.0,791,58.42,23.0,48,Own,1,12687.02,PostGrad
Other,75,Refinance,Conventional                                      ,125000.0,776,53.41,48.0,65,Own,1,3774.83,UnderGrad
Other,75,Refinance,FHA                                               ,333015.0,667,97.11,42.0,36,Own,1,7878.77,UnderGrad
Internet,75,Refinance,Conventional                                      ,174304.0,790,33.97,16.0,56,Own,1,17060.78,UnderGrad
Internet,75,Refinance,Conventional                                      ,220000.0,707,74.57,36.0,51,Own,1,8587.7,UnderGrad
Internet,76,Refinance,Conventional                                      ,105000.0,620,60.0,49.0,44,Own,0,2253.33,UnderGrad
Other,Other,Refinance,Conventional                                      ,282000.0,769,52.02,45.0,48,Own,1,17636.71,PostGrad
Internet,75,Refinance,Conventional                                      ,248800.0,673,80.0,40.0,53,Own,1,7382.26,UnderGrad
Internet,77,Refinance,Conventional                                      ,232500.0,734,62.0,38.0,48,Own,1,13277.42,UnderGrad
TV,76,Refinance,Conventional                                      ,176000.0,776,70.4,44.0,56,Own,0,7000.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,377000.0,766,68.54,29.0,39,Own,1,12777.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,225000.0,775,75.0,37.0,65,Own,0,14100.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,200000.0,664,28.57,21.0,61,Own,0,15000.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,184000.0,729,80.0,44.0,66,Own,0,6105.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,192000.0,756,80.0,34.0,33,Own,0,10000.0,UnderGrad
TV,75,Refinance,Conventional                                      ,147400.0,781,64.08,44.0,65,Own,1,4610.83,UnderGrad
TV,76,Refinance,Conventional                                      ,151500.0,809,46.61,33.0,68,Own,1,4704.18,UnderGrad
Internet,77,Refinance,Conventional                                      ,286000.0,808,77.92,41.0,49,Own,1,5416.9,PostGrad
Internet,75,Refinance,Conventional                                      ,394000.0,758,65.55,32.0,53,Own,1,13823.89,UnderGrad
Internet,75,Refinance,Conventional                                      ,288000.0,795,90.0,36.0,37,Own,1,7458.33,PostGrad
TV,76,Refinance,Conventional                                      ,171173.0,809,76.07,43.0,67,Own,1,4553.4,UnderGrad
Internet,76,Refinance,Conventional                                      ,100000.0,782,57.14,41.0,79,Own,1,3830.1000000000004,UnderGrad
Internet,75,Refinance,Conventional                                      ,399200.0,730,84.04,38.0,35,Own,1,19939.73,PostGrad
Radio,75,Refinance,Conventional                                      ,335000.0,753,60.03,23.0,48,Own,1,16000.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,172500.0,666,75.0,37.0,41,Own,0,4595.1,PostGrad
Internet,78,Refinance,Conventional                                      ,204145.0,787,77.03,25.0,58,Own,1,7733.33,UnderGrad
Radio,76,Refinance,Conventional                                      ,205000.0,684,47.67,44.0,49,Own,1,15288.02,PostGrad
TV,76,Refinance,Conventional                                      ,90000.0,774,50.0,33.0,61,Own,1,10931.61,UnderGrad
Other,75,Refinance,Conventional                                      ,340549.0,794,69.49,29.0,30,Own,1,9583.33,PostGrad
Radio,76,Refinance,Conventional                                      ,340000.0,684,80.0,113.0,43,Own,0,7458.33,UnderGrad
Internet,75,Refinance,Conventional                                      ,70000.0,659,25.45,42.0,79,Own,1,1895.62,Higher School
Internet,75,Refinance,Conventional                                      ,484350.0,741,71.22,42.0,48,Own,1,18485.16,UnderGrad
Other,78,Refinance,Conventional                                      ,202940.0,686,69.02,28.0,36,Own,1,5416.67,UnderGrad
Other,75,Refinance,Conventional                                      ,427920.0,796,89.88,36.0,57,Own,1,14454.26,UnderGrad
Radio,75,Refinance,Conventional                                      ,510400.0,779,48.6,23.0,36,Own,1,20833.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,383725.0,753,44.1,41.0,52,Own,1,10673.17,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,404900.0,687,70.41,23.0,44,Own,0,16700.0,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,260000.0,713,68.78,34.0,48,Own,1,14895.19,UnderGrad
Radio,75,Refinance,Conventional                                      ,160477.0,820,69.77,39.0,33,Own,0,3638.34,UnderGrad
Radio,75,Refinance,Conventional                                      ,92000.0,752,42.79,39.0,58,Own,1,9333.33,UnderGrad
TV,76,Refinance,Conventional                                      ,304000.0,772,95.0,44.0,40,Own,1,14736.19,UnderGrad
Other,75,Refinance,Conventional                                      ,225000.0,789,75.0,30.0,55,Own,0,13425.72,UnderGrad
Internet,76,Refinance,Conventional                                      ,296000.0,705,80.0,33.0,44,Own,1,19574.17,UnderGrad
Internet,78,Refinance,Conventional                                      ,239100.0,809,36.78,20.0,40,Own,1,12083.33,UnderGrad
Internet,76,Refinance,Conventional                                      ,441000.0,730,90.0,33.0,37,Rent,1,13250.0,PostGrad
Internet,76,Refinance,Conventional                                      ,286176.0,761,58.4,19.0,56,Own,0,17416.67,UnderGrad
TV,76,Refinance,Conventional                                      ,436499.0,686,66.33,43.0,51,Own,1,10833.0,PostGrad
Other,75,Refinance,Conventional                                      ,388925.0,722,92.6,59.0,30,Own,0,10014.67,UnderGrad
Other,Other,Refinance,Conventional                                      ,257150.0,735,64.28,27.0,33,Own,1,10905.58,UnderGrad
TV,77,Refinance,Conventional                                      ,181250.0,798,61.86,13.0,81,Own,0,13670.0,PHD
Internet,76,Refinance,Conventional                                      ,331740.0,767,59.23,26.0,43,Own,0,12500.0,UnderGrad
Other,76,Refinance,Conventional                                      ,208375.0,783,76.36,36.0,28,Own,1,5498.58,UnderGrad
Internet,76,Refinance,FHA                                               ,302563.0,666,90.38,41.0,31,Own,1,7707.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,187980.0,817,65.27,22.0,60,Own,1,9072.26,UnderGrad
Other,75,Refinance,Conventional                                      ,250260.0,655,97.0,47.0,34,Rent,0,8904.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,167402.0,698,51.5,43.0,52,Own,1,4357.27,UnderGrad
Internet,75,Refinance,Conventional                                      ,208000.0,761,80.0,25.0,61,Own,0,8999.99,Higher School
TV,75,Refinance,Conventional                                      ,235750.0,762,70.37,28.0,54,Own,0,14428.54,UnderGrad
TV,75,Refinance,Conventional                                      ,150000.0,795,78.94,67.0,70,Own,0,3061.66,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,252500.0,783,60.84,39.0,69,Own,1,8621.7,PostGrad
Radio,75,Refinance,Conventional                                      ,380000.0,753,80.0,42.0,57,Own,1,10060.51,UnderGrad
Other,78,Refinance,Conventional                                      ,308300.0,775,84.46,45.0,34,Own,1,4121.41,Higher School
Internet,76,Refinance,Conventional                                      ,263300.0,770,72.13,42.0,58,Own,0,6041.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,180000.0,751,78.6,27.0,36,Own,1,10694.720000000001,UnderGrad
Internet,75,Refinance,Conventional                                      ,225000.0,763,45.45,43.0,68,Own,1,8145.759999999999,UnderGrad
Radio,75,Refinance,Conventional                                      ,180600.0,638,76.85,49.0,36,Own,1,7871.29,Higher School
Other,Other,Refinance,Conventional                                      ,419959.0,773,79.99,28.0,30,Rent,1,14708.34,UnderGrad
Internet,76,Refinance,Conventional                                      ,370412.0,761,86.14,32.0,39,Own,1,11875.07,PostGrad
Internet,75,Refinance,Conventional                                      ,70000.0,693,28.8,42.0,58,Own,0,2660.0,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,125501.0,693,57.56,44.0,61,Own,1,4775.469999999999,Higher School
Radio,78,Refinance,Conventional                                      ,282000.0,780,71.21,37.0,57,Own,1,7833.0,PostGrad
Internet,78,Refinance,Conventional                                      ,433980.0,778,72.33,32.0,43,Own,1,9464.0,UnderGrad
TV,75,Refinance,Conventional                                      ,156100.0,705,54.77,37.0,50,Own,1,7500.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,337000.0,735,91.08,38.0,42,Own,1,11226.67,Higher School
Internet,77,Refinance,Conventional                                      ,215275.0,812,76.88,19.0,50,Own,1,11382.62,Higher School
Repeat Client,75,Refinance,Conventional                                      ,252200.0,795,74.17,50.0,75,Own,1,4067.72,UnderGrad
TV,75,Refinance,Conventional                                      ,291250.0,793,79.35,22.0,55,Own,0,11250.0,UnderGrad
TV,Other,Refinance,FHA                                               ,101495.0,697,95.0,46.0,54,Own,0,3166.66,UnderGrad
TV,75,Refinance,Conventional                                      ,320000.0,761,77.1,43.0,49,Own,1,11500.0,UnderGrad
Other,Other,Refinance,Conventional                                      ,150000.0,747,62.5,32.0,51,Own,1,6624.0,Higher School
Internet,77,Refinance,Conventional                                      ,274800.0,785,79.65,33.0,38,Own,1,9372.0,UnderGrad
Other,Other,Refinance,Conventional                                      ,248000.0,687,80.0,44.0,48,Own,1,10893.34,UnderGrad
Other,75,Refinance,Conventional                                      ,276000.0,679,80.0,43.0,34,Own,1,5445.94,Higher School
Internet,76,Refinance,Conventional                                      ,124800.0,702,80.0,37.0,49,Own,1,5000.0,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,510000.0,747,47.44,47.0,57,Own,1,10916.67,Higher School
Repeat Client,77,Refinance,Conventional                                      ,455650.0,721,64.44,29.0,42,Own,1,18379.83,Higher School
Internet,76,Refinance,Conventional                                      ,197198.0,784,85.73,49.0,56,Own,1,7974.68,UnderGrad
Other,77,Refinance,Conventional                                      ,192800.0,730,90.51,29.0,40,Own,1,4874.67,UnderGrad
Internet,78,Refinance,Conventional                                      ,262000.0,799,54.02,11.0,48,Own,0,21677.0,UnderGrad
TV,76,Refinance,Conventional                                      ,195000.0,790,65.0,47.0,76,Own,0,4500.0,PostGrad
Internet,76,Refinance,Conventional                                      ,279300.0,760,83.62,42.0,53,Own,1,7630.58,PHD
Radio,76,Refinance,FHA                                               ,330891.0,659,96.49,43.0,45,Rent,1,10189.61,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,310000.0,760,75.6,49.0,59,Own,1,5870.33,UnderGrad
Internet,75,Refinance,Conventional                                      ,230000.0,747,72.1,33.0,48,Own,1,8095.89,UnderGrad
Internet,75,Refinance,FHA                                               ,235781.0,744,92.69,,63,Own,0,0.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,484000.0,768,77.19,49.0,59,Own,1,11872.35,Higher School
Internet,77,Refinance,Conventional                                      ,344000.0,737,80.0,39.0,39,Own,1,11124.0,PostGrad
Internet,77,Refinance,Conventional                                      ,231633.59,798,82.33,32.0,52,Own,1,6916.67,UnderGrad
Other,75,Refinance,Conventional                                      ,204000.0,761,68.0,38.0,53,Own,1,4685.63,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,428000.0,662,80.0,41.0,58,Own,1,12940.67,UnderGrad
Internet,78,Refinance,Conventional                                      ,255600.0,809,55.56,44.0,60,Own,0,4833.33,UnderGrad
Internet,77,Refinance,Conventional                                      ,230000.0,763,57.5,47.0,78,Own,1,5583.09,UnderGrad
Internet,76,Refinance,Conventional                                      ,275000.0,787,47.66,45.0,70,Own,1,7398.19,PostGrad
Radio,77,Refinance,Conventional                                      ,288000.0,804,80.0,32.0,61,Own,1,6096.92,UnderGrad
Internet,75,Refinance,FHA                                               ,293584.0,590,96.5,44.0,32,Rent,1,10255.45,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,310000.0,704,64.58,36.0,46,Own,1,12847.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,340000.0,730,80.0,15.0,49,Own,0,22916.0,PHD
Radio,76,Refinance,Conventional                                      ,196000.0,658,80.0,30.0,49,Own,1,6595.0,UnderGrad
TV,77,Refinance,Conventional                                      ,180800.0,811,73.79,31.0,73,Own,0,4582.0,Higher School
Other,75,Refinance,Conventional                                      ,105000.0,694,35.0,44.0,51,Own,1,2280.89,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,480765.0,664,60.09,37.0,48,Own,1,21939.24,PostGrad
Internet,76,Refinance,Conventional                                      ,460000.0,681,75.53,48.0,47,Own,1,17357.12,UnderGrad
Radio,75,Refinance,VA                                                ,194970.0,698,80.83,,48,Own,0,0.0,UnderGrad
TV,75,Refinance,Conventional                                      ,70000.0,812,33.33,33.0,69,Own,0,4500.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,173000.0,629,90.1,36.0,57,Own,0,9000.0,UnderGrad
Repeat Client,76,Refinance,VA                                                ,272053.0,783,97.72,,34,Own,1,0.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,260200.0,671,68.47,92.0,59,Own,0,25250.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,124959.0,691,42.21,20.0,54,Own,0,8747.2,UnderGrad
Internet,75,Refinance,Conventional                                      ,200000.0,772,80.0,28.0,53,Own,1,11342.08,UnderGrad
TV,75,Refinance,Conventional                                      ,316114.4,695,95.0,46.0,39,Own,0,9519.23,Higher School
TV,75,Refinance,Conventional                                      ,280000.0,803,70.0,46.0,74,Own,1,9832.74,UnderGrad
Other,76,Refinance,Conventional                                      ,510400.0,809,72.09,42.0,49,Own,1,9166.82,UnderGrad
Radio,75,Refinance,Conventional                                      ,186300.0,738,62.1,28.0,51,Own,1,19441.63,UnderGrad
TV,Other,Refinance,Conventional                                      ,315250.0,705,97.0,46.0,46,Rent,1,6679.71,UnderGrad
Radio,75,Refinance,Conventional                                      ,483500.0,788,72.7,41.0,43,Own,1,13154.66,PHD
Internet,75,Refinance,Conventional                                      ,100000.0,701,80.0,46.0,66,Rent,1,1670.63,Higher School
Internet,75,Refinance,Conventional                                      ,147000.0,723,56.53,44.0,61,Own,1,6125.48,UnderGrad
Repeat Client,Other,Refinance,Conventional                                      ,397300.0,712,56.75,34.0,41,Own,1,10416.0,UnderGrad
Other,76,Refinance,Conventional                                      ,330000.0,787,42.58,19.0,48,Own,0,22937.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,206500.0,816,73.22,41.0,67,Own,0,3300.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,324000.0,802,75.0,36.0,49,Own,0,12228.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,397405.0,690,50.94,47.0,55,Own,1,18933.0,UnderGrad
Internet,75,Refinance,FHA                                               ,250381.0,606,96.5,40.0,30,Rent,1,8313.400000000001,UnderGrad
Internet,78,Refinance,Conventional                                      ,500000.0,808,68.49,25.0,50,Own,0,15000.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,235388.0,736,75.2,33.0,55,Own,1,11690.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,307744.0,698,68.38,22.0,34,Own,1,12041.5,UnderGrad
Internet,77,Refinance,Conventional                                      ,80000.0,754,87.43,35.0,68,Own,0,2334.08,UnderGrad
Radio,76,Refinance,VA                                                ,370000.0,658,100.0,,37,Own,1,0.0,PHD
TV,76,Refinance,Conventional                                      ,100000.0,790,45.66,25.0,76,Own,0,6908.84,UnderGrad
TV,75,Refinance,Conventional                                      ,100000.0,579,42.01,34.0,45,Own,1,8514.13,UnderGrad
Other,75,Refinance,Conventional                                      ,263000.0,757,35.54,109.0,72,Own,0,2619.7,UnderGrad
Internet,77,Refinance,Conventional                                      ,162000.0,686,79.41,31.0,46,Own,0,10573.74,UnderGrad
Other,75,Refinance,Conventional                                      ,300000.0,740,61.85,33.0,59,Own,1,15174.0,UnderGrad
TV,75,Refinance,Conventional                                      ,131400.0,795,43.8,34.0,81,Own,0,5443.0,PostGrad
TV,76,Refinance,Conventional                                      ,330000.0,789,79.71,41.0,64,Own,0,6583.33,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,149900.0,759,57.65,24.0,59,Own,1,6128.52,UnderGrad
Internet,77,Refinance,Conventional                                      ,231150.0,707,86.25,59.0,44,Own,0,8689.77,Higher School
Internet,76,Refinance,Conventional                                      ,150000.0,800,30.0,35.0,54,Own,1,11250.36,UnderGrad
Internet,77,Refinance,Conventional                                      ,124000.0,752,69.08,25.0,61,Own,1,4083.2,UnderGrad
Internet,75,Refinance,Conventional                                      ,127500.0,694,57.43,35.0,50,Own,1,6596.35,Higher School
Other,76,Refinance,Conventional                                      ,256800.0,790,80.0,36.0,37,Own,0,7200.0,UnderGrad
TV,76,Refinance,Conventional                                      ,164000.0,713,72.88,48.0,69,Own,0,2400.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,212000.0,702,80.0,42.0,34,Own,1,8269.35,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,264000.0,740,78.8,45.0,36,Own,0,8750.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,258400.0,709,95.0,29.0,45,Own,1,8792.42,PostGrad
Internet,75,Refinance,Conventional                                      ,326800.0,812,55.38,19.0,53,Own,1,18103.829999999998,PostGrad
Internet,77,Refinance,Conventional                                      ,500000.0,764,80.0,27.0,33,Own,1,12750.01,PostGrad
Internet,76,Refinance,Conventional                                      ,279000.0,705,79.71,46.0,59,Own,1,8583.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,95430.0,668,53.01,32.0,50,Own,0,4166.67,PostGrad
TV,75,Refinance,Conventional                                      ,264000.0,768,80.0,40.0,60,Own,1,7383.92,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,248000.0,690,80.0,37.0,53,Own,1,10836.58,UnderGrad
Internet,77,Refinance,Conventional                                      ,173454.0,809,69.38,16.0,36,Own,1,12105.54,UnderGrad
Internet,78,Refinance,Conventional                                      ,326500.0,769,54.41,32.0,41,Own,1,9216.67,UnderGrad
Internet,76,Refinance,Conventional                                      ,140000.0,813,80.0,21.0,87,Own,0,3003.83,UnderGrad
TV,76,Refinance,Conventional                                      ,155000.0,627,59.61,44.0,60,Own,1,3333.33,UnderGrad
Internet,75,Refinance,Conventional                                      ,295900.0,648,49.31,39.0,50,Own,0,11000.0,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,220000.0,670,72.13,44.0,35,Own,1,8857.57,PostGrad
Internet,75,Refinance,Conventional                                      ,241400.0,721,74.27,36.0,52,Own,0,10000.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,228000.0,776,80.0,40.0,40,Own,1,9004.17,UnderGrad
Internet,76,Refinance,Conventional                                      ,262000.0,702,53.36,25.0,56,Own,1,13767.51,UnderGrad
Internet,77,Refinance,Conventional                                      ,180000.0,808,73.46,20.0,59,Own,0,10658.0,PostGrad
TV,75,Refinance,Conventional                                      ,151000.0,730,62.13,43.0,72,Own,1,4208.16,Higher School
Internet,76,Refinance,Conventional                                      ,94052.0,801,26.87,17.0,62,Own,1,9771.27,Higher School
Radio,75,Refinance,Conventional                                      ,194000.0,748,77.6,30.0,40,Own,1,8727.09,UnderGrad
Internet,76,Refinance,Conventional                                      ,403750.0,734,109.12,35.0,34,Own,1,15165.490000000002,UnderGrad
TV,76,Refinance,Conventional                                      ,75000.0,786,18.75,33.0,38,Own,1,4099.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,351000.0,792,47.11,26.0,42,Own,1,14864.26,PostGrad
Internet,77,Refinance,Conventional                                      ,90000.0,659,40.0,14.0,45,Own,0,6500.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,232000.0,733,74.35,30.0,61,Own,1,23591.25,UnderGrad
Other,78,Refinance,Conventional                                      ,382180.0,782,97.0,32.0,35,Own,1,12194.0,UnderGrad
Other,75,Refinance,Conventional                                      ,320800.0,661,80.0,39.0,54,Own,1,19088.06,Higher School
Radio,76,Refinance,FHA                                               ,196631.0,717,92.02,46.0,49,Own,0,5227.0,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,189140.0,757,78.8,36.0,32,Own,1,4229.16,UnderGrad
Internet,77,Refinance,VA                                                ,223158.0,741,92.9,,42,Own,0,0.0,UnderGrad
Radio,78,Refinance,Conventional                                      ,200000.0,763,80.0,22.0,37,Own,1,6514.92,UnderGrad
Other,Other,Refinance,Conventional                                      ,113600.0,755,71.0,24.0,49,Own,0,5400.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,135575.0,760,45.34,28.0,47,Own,1,7106.66,UnderGrad
TV,76,Refinance,Conventional                                      ,100000.0,627,57.67,25.0,47,Own,0,4553.16,Higher School
TV,77,Refinance,Conventional                                      ,200000.0,679,80.0,40.0,45,Own,1,11272.720000000001,Higher School
Internet,75,Refinance,Conventional                                      ,448000.0,695,80.0,13.0,57,Own,0,20800.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,152000.0,688,80.0,42.0,49,Own,1,5373.25,UnderGrad
TV,75,Refinance,Conventional                                      ,182300.0,691,59.38,35.0,48,Own,0,9124.54,UnderGrad
Internet,76,Refinance,Conventional                                      ,400000.0,778,80.0,31.0,46,Own,1,14692.8,PHD
Other,76,Refinance,Conventional                                      ,293400.0,686,62.02,43.0,52,Own,1,7756.0,UnderGrad
Other,75,Refinance,Conventional                                      ,147000.0,691,77.36,24.0,46,Own,1,9278.84,Higher School
TV,75,Refinance,Conventional                                      ,150750.0,624,75.0,34.0,74,Own,1,4898.6,UnderGrad
TV,75,Refinance,Conventional                                      ,210000.0,551,60.0,46.0,53,Own,1,8142.83,UnderGrad
Internet,77,Refinance,VA                                                ,324699.0,725,87.38,,50,Own,1,0.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,130000.0,808,66.32,26.0,44,Own,1,8495.67,UnderGrad
TV,77,Refinance,Conventional                                      ,332500.0,768,65.13,36.0,44,Own,1,13333.33,UnderGrad
Internet,77,Refinance,Conventional                                      ,147850.0,753,34.38,43.0,68,Own,1,11672.5,Higher School
Internet,78,Refinance,Conventional                                      ,510400.0,755,90.0,30.0,40,Own,0,22991.65,UnderGrad
Radio,76,Refinance,Conventional                                      ,409000.0,668,81.8,37.0,37,Own,0,11666.66,UnderGrad
Internet,76,Refinance,FHA                                               ,369352.0,693,91.2,47.0,46,Own,0,8727.53,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,224000.0,669,80.0,44.0,49,Own,1,15799.67,UnderGrad
Internet,75,Refinance,Conventional                                      ,442000.0,730,66.96,46.0,46,Own,0,9966.67,UnderGrad
TV,76,Refinance,Conventional                                      ,114000.0,727,75.0,44.0,42,Own,1,4298.58,UnderGrad
TV,76,Refinance,Conventional                                      ,225000.0,681,75.0,36.0,39,Own,1,7741.29,Higher School
Internet,77,Refinance,Conventional                                      ,70000.0,643,41.17,58.0,58,Own,0,4808.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,255297.0,767,67.18,25.0,40,Own,1,10163.41,UnderGrad
Internet,78,Refinance,Conventional                                      ,270000.0,714,79.41,35.0,46,Own,1,10274.939999999999,UnderGrad
TV,76,Refinance,Conventional                                      ,125000.0,646,55.55,38.0,52,Own,1,2899.96,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,247150.0,677,71.63,37.0,47,Own,1,7035.17,Higher School
Internet,75,Refinance,Conventional                                      ,82000.0,703,54.66,27.0,44,Own,0,3600.0,UnderGrad
Internet,75,Refinance,FHA                                               ,283765.0,597,96.5,51.0,41,Rent,0,6500.94,Higher School
Internet,77,Refinance,Conventional                                      ,348000.0,739,73.26,39.0,50,Own,0,12369.22,UnderGrad
Other,77,Refinance,Conventional                                      ,446900.0,731,77.72,45.0,53,Own,1,19049.06,UnderGrad
TV,75,Refinance,Conventional                                      ,372530.0,660,72.05,40.0,55,Own,1,12375.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,167400.0,639,90.0,38.0,63,Rent,1,6315.0,Higher School
TV,75,Refinance,Conventional                                      ,431225.0,687,79.56,49.0,46,Own,1,17456.28,PostGrad
Radio,76,Refinance,Conventional                                      ,195000.0,629,102.21,47.0,45,Own,1,9771.0,UnderGrad
Other,75,Refinance,Conventional                                      ,187800.0,737,65.66,32.0,60,Own,1,6439.08,UnderGrad
Other,75,Refinance,Conventional                                      ,224000.0,810,52.7,27.0,69,Own,0,6807.85,UnderGrad
Internet,77,Refinance,Conventional                                      ,338200.0,761,37.78,43.0,61,Own,1,10345.92,UnderGrad
Internet,77,Refinance,FHA                                               ,298636.0,640,91.71,27.0,45,Own,0,23333.33,Higher School
Other,75,Refinance,VA                                                ,483405.0,723,96.2,,40,Own,0,0.0,UnderGrad
Other,76,Refinance,Conventional                                      ,104000.0,762,59.77,38.0,40,Own,1,3000.0,Higher School
Radio,75,Refinance,Conventional                                      ,180000.0,755,60.0,23.0,38,Own,0,13511.59,UnderGrad
Radio,75,Refinance,Conventional                                      ,130000.0,643,40.0,43.0,42,Own,0,3939.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,192000.0,715,79.01,46.0,48,Own,1,5040.67,UnderGrad
