LeadID,DateAdded,LeadSourceGroup,LoanOfficer,Group,ZipCode,LoanNumber,ApprovalDate,BranchCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,BorrowerOwnRent,BorrowerCity,BorrowerState,IsCoBorrowerower,CoBorrowerYearsInSchool,CoBorrowerAge,CoBorrowerTotalMonthlyIncome
581910,9/21/2020 12:34,Radio,"Ladner, James",Refinance Team - 4103,76248,41032019952,11/17/2020,4103,Refinance Cash-out                                ,Conventional                                      ,305000,768,79.22,40,44,13,5791,Own,Keller,TX,TRUE,0,0,0
581913,9/21/2020 12:36,Internet,"Johnson, Adrienne",Refinance Team - 4103,75072,41032024744,12/4/2020,4103,VA IRRRL                                          ,VA                                                ,355056,786,96.79,,50,12,0,Own,McKinney,TX,TRUE,18,49,0
581918,9/21/2020 12:48,Internet,"Flores, Lupe",Refinance Team - 4101,77389,41012022003,11/28/2020,4101,Refinance                                         ,Conventional                                      ,218750,796,86.97,16,31,18,9166,Own,Spring,TX,TRUE,16,31,7352
581920,9/21/2020 12:52,Radio,"Giles, John",Refinance Team - 4102,77089,41022019912,12/14/2020,4102,Refinance Cash-out                                ,Conventional                                      ,145000,768,67.44,26,42,12,9124.38,Own,Houston,TX,TRUE,0,0,0
581926,9/21/2020 13:09,Internet,"Bennett, Eric",Refinance Team - 4101,76063,41012019913,11/4/2020,4101,Refinance                                         ,Conventional                                      ,232625,793,93.05,42,42,13,8376.5,Own,Mansfield,TX,TRUE,0,0,0
581945,9/21/2020 13:58,Repeat Client,"Milburn, Joe",Purchase Team - 4105,76087,41052019908,10/26/2020,4105,Refinance Cash-out                                ,Conventional                                      ,460000,735,73.01,32,68,16,23609,Own,Weatherford,TX,TRUE,0,0,0
581946,9/21/2020 14:02,Internet,"Murphy, John",Refinance Team - 4101,77040,41012020007,12/2/2020,4101,Refinance Cash-out                                ,Conventional                                      ,280000,697,75.57,18,63,16,11678,Own,Houston,TX,TRUE,16,49,8945
581947,9/21/2020 14:02,Internet,"Lowe, Scott",Refinance Team - 4101,76248,41012020026,,4101,Refinance                                         ,Conventional                                      ,313000,814,74.52,24,44,16,8833,Own,Keller,TX,TRUE,16,44,0
581949,9/21/2020 14:07,Referral,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,75071,41032020167,11/4/2020,4103,Refinance                                         ,Conventional                                      ,233220,779,77.48,48,32,16,5946.07,Own,McKinney,TX,TRUE,0,0,0
581974,9/21/2020 15:15,Radio,"Alexander, Gary",Refinance Team - 4102,78746,41022020695,11/23/2020,4102,Refinance                                         ,Conventional                                      ,314500,797,36.27,43,38,18,9487.26,Own,Austin,TX,TRUE,16,38,934.99
586000,10/7/2020 16:33,Referral,"Narmour, Derrick",Refinance Team - 4103,78628,41032021807,12/3/2020,4103,Refinance Cash-out                                ,Conventional                                      ,70000,653,19.71,35,64,14,4380.67,Own,Georgetown,TX,TRUE,0,0,0
586006,10/7/2020 16:44,Internet,"Milburn, Joe",Purchase Team - 4105,75454,41052023145,12/8/2020,4105,Refinance                                         ,Conventional                                      ,256750,802,73.35,28,35,18,0,Own,Melissa,TX,TRUE,18,36,8846
586012,10/7/2020 17:03,Internet,"Russell, Brett",Refinance Team - 4101,78154,41012025378,,4101,Refinance                                         ,Conventional                                      ,223000,795,44.6,20,51,14,4583.33,Own,Schertz,TX,TRUE,0,0,0
586020,10/7/2020 17:15,Internet,"Flores, Lupe",Refinance Team - 4101,75009,41012022687,12/5/2020,4101,Refinance                                         ,Conventional                                      ,382000,767,66.43,23,50,14,22185,Own,Celina,TX,TRUE,0,0,0
586021,10/7/2020 17:17,Self Sourced,"Flores, Lupe",Refinance Team - 4101,77008,41012021283,11/24/2020,4101,Refinance                                         ,Conventional                                      ,231350,791,58.42,23,48,18,12687.02,Own,Houston,TX,TRUE,0,0,0
586031,10/7/2020 17:37,Radio,"Messer, Paul",Refinance Team - 4103,77381,41032021483,12/17/2020,4103,Refinance Cash-out                                ,Conventional                                      ,186000,739,65.26,31,50,16,10402.38,Own,The Woodlands,TX,TRUE,0,0,0
586041,10/7/2020 18:18,Internet,"Bennett, Eric",Refinance Team - 4101,75241,41012023672,,4101,Refinance Cash-out                                ,Conventional                                      ,110000,760,64.7,28,38,18,19315.83,Rent,Allen,TX,TRUE,0,0,0
586045,10/7/2020 18:23,TV,"Narmour, Derrick",Refinance Team - 4103,77477,41032021332,11/21/2020,4103,Refinance                                         ,Conventional                                      ,208000,702,80,38,32,16,7742.94,Own,Stafford,TX,TRUE,0,0,0
586053,10/7/2020 19:05,TV,"Alexander, Gary",Refinance Team - 4102,76244,41022021945,12/2/2020,4102,Refinance                                         ,Conventional                                      ,253050,700,82.96,44,54,16,5170.75,Own,Fort Worth,TX,TRUE,12,85,2610.08
586068,10/7/2020 21:34,Internet,"Cobb, William",Purchase Team - 4105,78750,41052021830,11/2/2020,4105,Purchase                                          ,Conventional                                      ,510400,769,75.05,40,46,18,14583,Rent,Austin,TX,TRUE,0,0,0
586073,10/7/2020 21:48,Internet,"Barlow, Steven",Purchase Team - 4105,76008,41032022886,12/10/2020,4103,Refinance                                         ,Conventional                                      ,393000,776,58.22,37,57,16,9440.93,Own,Aledo,TX,TRUE,0,0,0
586074,10/7/2020 22:04,Internet,"Narmour, Derrick",Refinance Team - 4103,77354,41032021475,11/19/2020,4103,Refinance Cash-out                                ,Conventional                                      ,290000,745,53.9,38,63,16,18916.67,Own,Magnolia,TX,TRUE,0,0,0
586076,10/7/2020 22:17,Internet,"Flores, Lupe",Refinance Team - 4101,75104,41012021345,11/19/2020,4101,Refinance Cash-out                                ,Conventional                                      ,228000,740,80,41,50,18,7750,Own,Cedar Hill,TX,TRUE,16,50,7840.47
586121,10/8/2020 9:03,Repeat Client,"Frank, Michael",Refinance Team - 4103,75159,41032021078,,4103,Refinance                                         ,Conventional                                      ,360000,637,80,37,58,12,8166,Own,Seagoville,TX,TRUE,12,55,4253
586122,10/8/2020 9:06,Repeat Client,"Morgan, Matthew",Refinance Team - 4103,76272,41032021116,12/8/2020,4103,Refinance Cash-out                                ,Conventional                                      ,278500,774,64.76,42,70,14,4217.99,Own,Valley View,TX,TRUE,12,70,1349.7
581982,9/21/2020 15:21,Internet,"Alexander, Gary",Refinance Team - 4102,75036,41022021102,12/22/2020,4102,Refinance Cash-out                                ,Conventional                                      ,200000,750,66.66,41,54,14,7846.65,Own,Frisco,TX,TRUE,0,0,0
581986,9/21/2020 15:25,Internet,"Mishou, Stephanie",Refinance Team - 4101,78124,41012019934,12/14/2020,4101,Refinance Cash-out                                ,Conventional                                      ,360000,756,77.25,28,33,16,8066.67,Own,Marion,TX,TRUE,18,32,0
581990,9/21/2020 15:44,Radio,"Milburn, Joe",Purchase Team - 4105,76039,41052019933,12/20/2020,4105,Refinance Cash-out                                ,Conventional                                      ,150000,798,68.18,37,55,16,3744.84,Own,Euless,TX,TRUE,0,0,0
581994,9/21/2020 15:57,Internet,"Todd, Michael",Refinance Team - 4101,77008,41012020106,11/5/2020,4101,Refinance Cash-out                                ,Conventional                                      ,510000,799,36.42,42,47,18,17508,Own,Houston,TX,TRUE,0,0,0
581996,9/21/2020 15:57,TV,"Pierson, Dustyn",Refinance Team - 4102,75034,41022019954,,4102,Refinance Cash-out                                ,Conventional                                      ,303100,776,41.52,38,84,16,8645.06,Own,Frisco,TX,TRUE,0,0,0
582002,9/21/2020 16:13,Internet,"Mishou, Stephanie",Refinance Team - 4101,75078,41012024568,,4101,Refinance                                         ,Conventional                                      ,401200,732,89.15,28,34,18,7750,Own,Prosper,TX,TRUE,16,31,6792.3
582007,9/21/2020 16:34,Internet,"Trejo, Delfino",Refinance Team - 4103,75149,41032021258,11/30/2020,4103,Refinance Cash-out                                ,Conventional                                      ,127000,727,70.55,26,63,14,1059,Own,Mesquite,TX,TRUE,12,57,4732.93
582013,9/21/2020 16:47,TV,"Weber, Dee",Refinance Team - 4101,75019,41012020689,11/3/2020,4101,Refinance Cash-out                                ,Conventional                                      ,350000,738,78.65,36,46,18,6223,Own,Coppell,TX,TRUE,16,46,10566
582015,9/21/2020 16:53,Internet,"Weber, Dee",Refinance Team - 4101,75035,41012020443,,4101,Refinance Cash-out                                ,Conventional                                      ,270000,665,74.58,20,47,16,9500,Own,Frisco,TX,TRUE,0,0,0
582030,9/21/2020 17:25,Internet,"Messer, Paul",Refinance Team - 4103,77365,41032019987,11/3/2020,4103,Refinance Cash-out                                ,Conventional                                      ,76000,752,43.93,34,56,12,3005.45,Own,Porter,TX,TRUE,0,0,0
582055,9/21/2020 18:37,Internet,"Johnson, Adrienne",Refinance Team - 4103,76513,41032019991,11/11/2020,4103,VA IRRRL                                          ,VA                                                ,239506,788,85.11,22,47,16,7309,Own,Belton,TX,TRUE,16,43,0
582061,9/21/2020 18:47,Internet,"Barlow, Steven",Purchase Team - 4105,77493,41052019968,10/15/2020,4105,Purchase                                          ,VA                                                ,455699,690,100,55,59,18,9622.94,Own,Katy,TX,TRUE,0,0,0
582064,9/21/2020 19:00,TV,"Frank, Michael",Refinance Team - 4103,77385,41032020050,11/3/2020,4103,Refinance                                         ,Conventional                                      ,236700,763,67.62,48,40,12,7600,Own,Conroe,TX,TRUE,12,39,0
582082,9/21/2020 20:35,Internet,"Giles, John",Refinance Team - 4102,77346,41022020941,,4102,Refinance                                         ,Conventional                                      ,200000,664,28.57,21,61,16,15000,Own,Humble,TX,TRUE,0,0,0
582083,9/21/2020 20:44,Internet,"Pierson, Dustyn",Refinance Team - 4102,77498,41022020171,,4102,Refinance                                         ,Conventional                                      ,246228,780,72.42,42,48,16,6000,Own,Sugar Land,TX,TRUE,16,50,0
582094,9/21/2020 21:22,Internet,"Narmour, Derrick",Refinance Team - 4103,78616,41032019996,,4103,Refinance Cash-out                                ,Conventional                                      ,238500,774,53,49,56,13,6500.44,Own,Dale,TX,TRUE,0,0,0
586127,10/8/2020 9:19,Repeat Client,"Frank, Michael",Refinance Team - 4103,76012,41032020330,12/16/2020,4103,Refinance Cash-out                                ,Conventional                                      ,138000,815,50.18,36,67,16,6997.5,Own,Arlington,TX,TRUE,0,0,0
586130,10/8/2020 9:23,Internet,"Flores, Lupe",Refinance Team - 4101,75230,41012021355,12/1/2020,4101,Refinance                                         ,Conventional                                      ,510400,776,39.56,49,73,16,9569.67,Own,Dallas,TX,TRUE,0,0,0
586131,10/8/2020 9:25,Internet,"Alexander, Gary",Refinance Team - 4102,75115,41022021517,11/25/2020,4102,Refinance                                         ,Conventional                                      ,178832,765,86.81,32,54,14,6451,Own,Desoto,TX,TRUE,0,0,0
586136,10/8/2020 9:29,Internet,"Matthews, Patrick",Refinance Team - 4103,75068,41032021885,12/17/2020,4103,Refinance                                         ,Conventional                                      ,179000,792,54.24,20,42,16,8954.41,Own,Little Elm,TX,TRUE,16,44,5044
586138,10/8/2020 9:34,Self Sourced,"Johnson, Chris",Refinance Team - 4102,75126,41022021050,11/11/2020,4102,Refinance                                         ,Conventional                                      ,194350,773,55.52,19,39,16,8183,Own,Forney,TX,TRUE,16,43,7599
586140,10/8/2020 9:43,Radio,"Lowe, Scott",Refinance Team - 4101,75035,41012023501,,4101,Refinance Cash-out                                ,Conventional                                      ,359000,718,71.8,46,37,16,5000,Own,Frisco,TX,TRUE,18,34,4361.43
586148,10/8/2020 9:59,Repeat Client,"Johnson, Chris",Refinance Team - 4102,76028,41022021246,11/29/2020,4102,Refinance                                         ,Conventional                                      ,454000,778,78.95,27,46,12,17121,Own,Burleson,TX,TRUE,0,0,0
586160,10/8/2020 10:29,Radio,"Trejo, Delfino",Refinance Team - 4103,75104,41032021699,11/24/2020,4103,Refinance                                         ,Conventional                                      ,378315,772,76.81,23,60,14,25281.7,Own,Cedar Hill,TX,TRUE,16,61,0
586188,10/8/2020 11:33,Referral,"Ancell, Susan",Purchase Team - 4105,76028,41052021409,12/18/2020,4105,Purchase                                          ,FHA                                               ,206196,725,96.5,44,62,18,6021.1,Rent,Sebastian,FL,TRUE,0,0,0
586190,10/8/2020 11:36,Internet,"Reynolds, Gavin",Refinance Team - 4101,78665,41012021410,11/29/2020,4101,Refinance                                         ,Conventional                                      ,312090,784,61.55,39,41,16,10247.6,Own,Round Rock,TX,TRUE,0,0,0
586193,10/8/2020 11:45,Internet,"Flores, Lupe",Refinance Team - 4101,75182,41012021374,11/30/2020,4101,Refinance                                         ,Conventional                                      ,239100,735,51.97,27,40,12,14409.34,Own,Sunnyvale,TX,TRUE,0,0,0
586197,10/8/2020 12:00,Referral,"Knight, Ken",Purchase Team - 4105,77379,41052021368,11/10/2020,4105,Purchase                                          ,Conventional                                      ,133000,711,95,26,34,12,6656,Rent,Spring,TX,TRUE,12,34,0
586200,10/8/2020 12:02,Internet,"Bennett, Eric",Refinance Team - 4101,75227,41012025221,,4101,VA IRRRL                                          ,VA                                                ,349036,703,100,,41,18,0,Own,Dallas,TX,TRUE,0,0,0
586207,10/8/2020 12:26,Internet,"Johnson, Adrienne",Refinance Team - 4103,78610,41032021389,11/14/2020,4103,VA IRRRL                                          ,VA                                                ,273258,807,79.9,,73,16,0,Own,Buda,TX,TRUE,16,72,0
586213,10/8/2020 12:32,Internet,"Trejo, Delfino",Refinance Team - 4103,76040,41032021576,11/21/2020,4103,Refinance Cash-out                                ,Conventional                                      ,170650,742,67.45,27,72,12,7843.93,Own,Euless,TX,TRUE,18,73,1214.5
580871,9/16/2020 15:29,Internet,"Mishou, Stephanie",Refinance Team - 4101,75077,41012019604,,4101,Refinance Cash-out                                ,Conventional                                      ,160000,778,69.86,43,64,0,2211,Own,Lewisville,TX,TRUE,0,0,0
580874,9/16/2020 15:41,TV,"Ancell, Susan",Purchase Team - 4105,77845,41052019615,10/24/2020,4105,Refinance Cash-out                                ,Conventional                                      ,168750,771,75,27,59,16,12406,Own,Frisco,TX,TRUE,0,0,0
580890,9/16/2020 16:29,Radio,"Knight, Ken",Purchase Team - 4105,76446,41052019809,11/19/2020,4105,Refinance                                         ,Conventional                                      ,229050,675,57.26,29,49,16,5969.28,Own,Dublin,TX,TRUE,16,47,3242
580900,9/16/2020 16:52,Self Sourced,"Narmour, Derrick",Refinance Team - 4103,77389,41032019667,11/4/2020,4103,Refinance Cash-out                                ,Conventional                                      ,220000,759,80,47,43,16,5327.52,Own,Spring,TX,TRUE,0,0,0
580903,9/16/2020 17:02,Radio,"Giles, John",Refinance Team - 4102,77968,41022020125,,4102,Refinance Cash-out                                ,Conventional                                      ,305600,692,80,46,50,14,12000,Own,Inez,TX,TRUE,12,49,0
580916,9/16/2020 17:34,Internet,"Nguyen, Tu",Refinance Team - 4102,75010,41022019784,12/3/2020,4102,Refinance                                         ,Conventional                                      ,242000,810,56.27,22,60,16,14783.32,Own,Carrollton,TX,TRUE,16,60,0
580922,9/16/2020 17:59,Direct Mail,"Murphy, John",Refinance Team - 4101,75036,41012019723,10/21/2020,4101,VA IRRRL                                          ,VA                                                ,135423,787,51.82,,40,14,0,Own,Frisco,TX,TRUE,0,37,0
580924,9/16/2020 18:00,TV,"Trejo, Delfino",Refinance Team - 4103,77377,41032019685,11/2/2020,4103,Refinance Cash-out                                ,Conventional                                      ,120000,808,62.66,25,62,14,6192.85,Own,Tomball,TX,TRUE,0,0,0
580928,9/16/2020 18:29,TV,"Knight, Ken",Purchase Team - 4105,76034,41052025203,,4105,Purchase                                          ,VA                                                ,797940,714,100,33,34,16,12142.18,Rent,North Richland Hills,TX,TRUE,16,42,7300.8
580942,9/16/2020 19:54,Internet,"Johnson, Adrienne",Refinance Team - 4103,78660,41032019930,,4103,Refinance                                         ,Conventional                                      ,320000,778,94.11,26,41,18,9000,Own,Pflugerville,TX,TRUE,0,0,0
580996,9/17/2020 7:02,Internet,"Frank, Michael",Refinance Team - 4103,75098,41032019697,11/3/2020,4103,Refinance                                         ,Conventional                                      ,338127,798,79.55,21,43,16,10727.72,Own,Wylie,TX,TRUE,16,45,3861.59
581000,9/17/2020 7:15,Internet,"Pierson, Dustyn",Refinance Team - 4102,77511,41022019706,,4102,Refinance                                         ,Conventional                                      ,322755,740,75.94,38,56,16,6586.67,Own,Alvin,TX,TRUE,16,56,14166.67
581002,9/17/2020 7:28,Internet,"Frank, Michael",Refinance Team - 4103,75019,41032019663,10/31/2020,4103,Refinance                                         ,Conventional                                      ,206481,802,48.58,15,51,18,17527.5,Own,Coppell,TX,TRUE,0,0,0
581012,9/17/2020 8:24,Internet,"Murphy, John",Refinance Team - 4101,77474,41012019658,11/14/2020,4101,VA IRRRL                                          ,VA                                                ,317669,643,71.03,,44,14,0,Own,Sealy,TX,TRUE,0,45,0
581014,9/17/2020 8:46,TV,"Russell, Brett",Refinance Team - 4101,76087,41012024649,,4101,Refinance Cash-out                                ,Conventional                                      ,235000,757,36.15,40,51,16,3300,Own,Weatherford,TX,TRUE,0,0,0
581015,9/17/2020 8:47,Internet,"Murphy, John",Refinance Team - 4101,75034,41012019816,11/10/2020,4101,Refinance                                         ,Conventional                                      ,457221,790,53.79,23,44,18,14166,Own,Frisco,TX,TRUE,0,0,0
582106,9/21/2020 22:32,TV,"Pierson, Dustyn",Refinance Team - 4102,76458,41022022933,12/15/2020,4102,Refinance Cash-out                                ,Conventional                                      ,262500,738,75,40,45,18,6919.33,Own,Jacksboro,TX,TRUE,18,38,6602.48
582118,9/22/2020 6:57,Referral,"Frank, Michael",Refinance Team - 4103,75189,41032020315,11/23/2020,4103,Refinance                                         ,FHA                                               ,228657,775,92.1,25,33,18,4583.33,Own,Royse City,TX,TRUE,17,34,4945.67
582122,9/22/2020 7:57,Internet,"Reed, Shawn",Purchase Team - 4105,77084,41052020008,,4105,Purchase                                          ,FHA                                               ,279837,679,96.5,36,61,14,8103.92,Rent,Houston,TX,TRUE,0,0,0
582128,9/22/2020 8:23,Internet,"Alexander, Gary",Refinance Team - 4102,76107,41022020067,11/24/2020,4102,Refinance Cash-out                                ,Conventional                                      ,510400,771,72.91,42,35,18,9000,Own,Fort Worth,TX,TRUE,0,0,0
582130,9/22/2020 8:27,Radio,"Johnson, Adrienne",Refinance Team - 4103,76126,41032020595,11/29/2020,4103,Refinance Cash-out                                ,Conventional                                      ,131250,679,75,39,46,16,4803,Own,Benbrook,TX,TRUE,16,43,3336
582146,9/22/2020 9:12,Repeat Client,"Murphy, John",Refinance Team - 4101,76054,41012019902,,4101,Purchase                                          ,Conventional                                      ,319200,738,80,35,61,16,17765,Own,Colleyville,TX,TRUE,0,0,0
582149,9/22/2020 9:17,Repeat Client,"Knight, Ken",Purchase Team - 4105,76048,41052019765,11/21/2020,4105,Refinance Cash-out                                ,Conventional                                      ,300000,743,66.66,35,59,12,6992.27,Own,Granbury,TX,TRUE,12,55,4766.66
582153,9/22/2020 9:25,Internet,"Flores, Lupe",Refinance Team - 4101,76034,41012019986,12/1/2020,4101,Refinance Cash-out                                ,Conventional                                      ,500000,803,80,36,59,16,13303,Own,Colleyville,TX,TRUE,18,58,0
582156,9/22/2020 9:33,Internet,"Murphy, John",Refinance Team - 4101,78660,41012020083,11/20/2020,4101,Refinance Cash-out                                ,Conventional                                      ,228000,796,80,35,61,14,5416,Own,Pflugerville,TX,TRUE,0,0,0
582162,9/22/2020 9:46,TV,"Boldt, Bob",Refinance Team - 4101,78412,41012017447,10/12/2020,4101,Purchase                                          ,Conventional                                      ,150400,789,80,42,70,16,3348,Living Rent Free,Corpus Christi,TX,TRUE,0,0,0
582165,9/22/2020 10:05,Radio,"Mishou, Stephanie",Refinance Team - 4101,76087,41012020011,11/29/2020,4101,Refinance Cash-out                                ,Conventional                                      ,333250,701,59.5,38,50,18,9417,Own,Willow Park,TX,TRUE,18,49,2528.74
582166,9/22/2020 10:08,Internet,"Morgan, Matthew",Refinance Team - 4103,75098,41032020243,12/11/2020,4103,Refinance                                         ,Conventional                                      ,427500,687,95,34,53,16,14588,Own,Wylie,TX,TRUE,0,0,0
582188,9/22/2020 11:11,Internet,"Johnson, Adrienne",Refinance Team - 4103,77578,41032020017,,4103,Refinance                                         ,Conventional                                      ,420000,701,87.5,47,60,18,12368.5,Own,Manvel,TX,TRUE,0,0,0
582193,9/22/2020 11:22,Internet,"Matthews, Patrick",Refinance Team - 4103,77375,41032020431,11/14/2020,4103,Refinance                                         ,Conventional                                      ,331155,765,65.44,30,61,18,10416.66,Own,Tomball,TX,TRUE,0,0,0
582200,9/22/2020 11:35,Internet,"Matthews, Patrick",Refinance Team - 4103,75486,41032021487,12/5/2020,4103,Refinance Cash-out                                ,Conventional                                      ,126000,792,70,29,67,14,4457.7,Own,Sumner,TX,TRUE,0,0,0
583753,9/28/2020 20:22,Radio,"Johnson, Adrienne",Refinance Team - 4103,75209,41032020589,,4103,Refinance Cash-out                                ,Conventional                                      ,254000,804,35.27,5,63,16,48769,Own,Dallas,TX,TRUE,0,0,0
583776,9/28/2020 22:18,Internet,"Barlow, Steven",Purchase Team - 4105,76059,41052020703,,4105,Purchase                                          ,Conventional                                      ,232750,700,95,32,24,14,3866.49,Living Rent Free,Fort Worth,TX,TRUE,0,0,0
583779,9/28/2020 22:38,TV,"Ladner, James",Refinance Team - 4103,75048,41032020547,11/12/2020,4103,Refinance Cash-out                                ,Conventional                                      ,209000,763,52.25,34,40,14,5354,Own,Sachse,TX,TRUE,0,0,0
583795,9/29/2020 6:36,Internet,"Giles, John",Refinance Team - 4102,77583,41022021469,11/24/2020,4102,Refinance Cash-out                                ,Conventional                                      ,344000,737,80,39,39,18,11124,Own,Rosharon,TX,TRUE,0,0,0
583797,9/29/2020 7:28,TV,"Russell, Brett",Refinance Team - 4101,77494,41012024365,,4101,Refinance                                         ,Conventional                                      ,495000,743,71.01,31,43,16,14583.34,Own,Katy,TX,TRUE,0,0,0
583801,9/29/2020 8:29,Internet,"Johnson, Adrienne",Refinance Team - 4103,78620,41032020861,12/8/2020,4103,Refinance                                         ,Conventional                                      ,320390,801,39.8,49,71,16,4331.89,Own,Dripping Springs,TX,TRUE,16,73,4167.52
583807,9/29/2020 8:46,TV,"Flores, Lupe",Refinance Team - 4101,76002,41012025033,,4101,Refinance Cash-out                                ,Conventional                                      ,145000,663,52.34,36,59,15,3948,Own,Arlington,TX,TRUE,16,61,1599
583811,9/29/2020 9:02,TV,"Johnson, Adrienne",Refinance Team - 4103,75442,41032020757,,4103,Refinance Cash-out                                ,Conventional                                      ,80000,792,30.76,17,60,17,13000,Own,Farmersville,TX,TRUE,20,59,0
583812,9/29/2020 9:05,TV,"Lowe, Scott",Refinance Team - 4101,75048,41012020571,,4101,Refinance                                         ,Conventional                                      ,337000,703,74.88,44,56,0,11916,Own,Sachse,TX,TRUE,0,0,0
583816,9/29/2020 9:20,TV,"Barlow, Michael",Refinance Team - 4103,76137,41032020567,11/17/2020,4103,Refinance Cash-out                                ,Conventional                                      ,105206,655,42.08,22,64,18,4348,Own,Haltom City,TX,TRUE,14,70,1069
583822,9/29/2020 9:35,TV,"Boldt, Bob",Refinance Team - 4101,75098,41012020549,12/3/2020,4101,Refinance Cash-out                                ,Conventional                                      ,256000,721,73.14,29,61,16,2248.65,Own,Wylie,TX,TRUE,16,60,8092.84
583824,9/29/2020 9:39,Internet,"Mishou, Stephanie",Refinance Team - 4101,75074,41012020552,,4101,Refinance                                         ,Conventional                                      ,267000,809,66.75,19,54,18,9424.08,Own,Plano,TX,TRUE,0,0,0
583831,9/29/2020 9:48,Internet,"Mishou, Stephanie",Refinance Team - 4101,78734,41012020798,12/7/2020,4101,Refinance                                         ,Conventional                                      ,244800,777,44.5,48,57,14,4913.25,Own,Lakeway,TX,TRUE,12,60,993.2
583835,9/29/2020 10:01,Internet,"Boldt, Bob",Refinance Team - 4101,77808,41012020561,,4101,Refinance                                         ,Conventional                                      ,271650,803,49.84,60,50,16,3750,Own,Houston,TX,TRUE,16,50,5089
583836,9/29/2020 10:02,Referral,"Trejo, Delfino",Refinance Team - 4103,77459,41032020708,,4103,Refinance                                         ,Conventional                                      ,187200,813,80,21,58,12,6583.33,Own,Missouri City,TX,TRUE,0,0,0
586217,10/8/2020 12:37,TV,"Messer, Paul",Refinance Team - 4103,75048,41032021375,12/8/2020,4103,VA IRRRL                                          ,VA                                                ,340799,774,85.19,,49,16,0,Own,Sachse,TX,TRUE,0,0,0
586223,10/8/2020 12:47,Internet,"Lowe, Scott",Refinance Team - 4101,76180,41012021383,,4101,Refinance                                         ,Conventional                                      ,93000,765,40.43,35,72,14,3148.67,Own,North Richland Hills,TX,TRUE,0,0,0
586237,10/8/2020 13:08,Radio,"Trejo, Delfino",Refinance Team - 4103,76051,41032024223,,4103,Refinance                                         ,Conventional                                      ,123000,810,31.06,15,54,16,8666.66,Own,Grapevine,TX,TRUE,0,0,0
586242,10/8/2020 13:28,TV,"Narmour, Derrick",Refinance Team - 4103,78643,41032022935,,4103,Refinance                                         ,Conventional                                      ,178000,685,21.7,36,77,16,2146,Own,Sunrise Beach,TX,TRUE,16,77,2940.05
586250,10/8/2020 13:53,Internet,"Lowe, Scott",Refinance Team - 4101,78641,41012021947,11/19/2020,4101,Refinance                                         ,Conventional                                      ,202950,700,45.1,28,52,14,8446,Own,Leander,TX,TRUE,0,0,0
586251,10/8/2020 13:59,Radio,"Boldt, Bob",Refinance Team - 4101,75154,41012021391,12/1/2020,4101,Refinance Cash-out                                ,Conventional                                      ,96904,812,35.11,10,56,16,12166.67,Own,Red Oak,TX,TRUE,0,0,0
586253,10/8/2020 14:01,TV,"Weber, Dee",Refinance Team - 4101,76036,41012021431,11/13/2020,4101,Refinance Cash-out                                ,Conventional                                      ,164000,677,80,42,50,14,3355.73,Own,Crowley,TX,TRUE,12,53,3213.6
586254,10/8/2020 14:02,Radio,"Cobb, William",Purchase Team - 4105,76051,41052021392,,4105,Purchase                                          ,FHA                                               ,238451,664,96.49,27,30,12,6019.38,Rent,Grapevine,TX,TRUE,0,0,0
586261,10/8/2020 14:14,Internet,"Todd, Michael",Refinance Team - 4101,77354,41012021405,,4101,Refinance Cash-out                                ,Conventional                                      ,230000,790,34.07,33,65,14,8589.1,Own,Magnolia,TX,TRUE,14,65,300
586271,10/8/2020 14:48,Internet,"Johnson, Adrienne",Refinance Team - 4103,76248,41032021478,11/21/2020,4103,Refinance                                         ,Conventional                                      ,393863,737,68.26,38,42,18,20971.37,Own,Keller,TX,TRUE,14,55,0
586282,10/8/2020 15:13,TV,"Barlow, Michael",Refinance Team - 4103,76063,41032021412,12/22/2020,4103,Refinance                                         ,Conventional                                      ,269059,732,70.43,42,56,14,9046.03,Own,MANSFIELD,TX,TRUE,14,52,0
586285,10/8/2020 15:16,Internet,"Benitez, Bryan",Refinance Team - 4102,77078,41022021450,,4102,Refinance Cash-out                                ,Conventional                                      ,85000,789,62.96,47,67,18,5476.08,Own,Lovelady,TX,TRUE,0,0,0
586290,10/8/2020 15:35,Internet,"Weber, Dee",Refinance Team - 4101,76244,41012021599,11/14/2020,4101,Refinance Cash-out                                ,Conventional                                      ,214000,799,62.94,19,40,16,7914,Own,Fort Worth,TX,TRUE,16,36,5033
586292,10/8/2020 15:37,Internet,"Ladner, James",Refinance Team - 4103,78738,41032021695,12/17/2020,4103,Refinance                                         ,Conventional                                      ,278800,784,64.83,34,45,16,10125,Own,Austin,TX,TRUE,18,52,0
586295,10/8/2020 15:42,TV,"Johnson, Adrienne",Refinance Team - 4103,76087,41032021464,11/15/2020,4103,Refinance                                         ,Conventional                                      ,209850,802,50.56,37,73,16,6348.47,Own,Weatherford,TX,TRUE,16,58,0
586305,10/8/2020 16:19,Internet,"Bennett, Eric",Refinance Team - 4101,75126,41012021427,11/10/2020,4101,Refinance Cash-out                                ,Conventional                                      ,187000,811,44,40,67,18,4274,Own,Forney,TX,TRUE,0,0,0
